altitude,groundspeed,pitch,roll,heading,windSpeed,windDirection
2388.0,181.625,-0.6152159147949234,-0.7250772886962906,-176.88558990625,13.945316314697266,-115.312505
2385.0,181.625,-3.1310106688232437,0.5602860450744629,-176.8581240859375,13.945316314697266,-116.01563
2383.0,181.625,-3.0541082792968766,0.41746801137924194,-176.8196719375,12.94922161102295,-115.312505
2381.0,181.625,-2.9881922178955094,0.2856360077857971,-176.786712953125,13.945316314697266,-116.01563
2378.0,181.625,-2.955235140869142,0.1867620050907135,-176.75375396875,13.945316314697266,-115.312505
2376.0,181.75,-2.944248812744142,0.02197200059890747,-176.720794984375,13.945316314697266,-115.312505
2374.0,181.75,-2.955235140869142,-0.12084640795898594,-176.687836,13.945316314697266,-115.312505
2370.0,181.75,-2.9772058897705094,-0.19774879748535312,-176.66587860253907,13.945316314697266,-115.312505
2368.0,181.75,-2.9881922178955094,-0.21972145373535312,-176.66038543847657,13.945316314697266,-115.312505
2365.0,181.75,-2.9991785460205094,-0.20873512561035312,-176.66038543847657,13.945316314697266,-114.60938
2363.0,181.875,-2.9991785460205094,-0.16478981311035312,-176.66587860253907,13.945316314697266,-114.60938
2359.0,181.875,-2.9991785460205094,-0.07690300280761875,-176.6713565078125,13.945316314697266,-115.312505
2357.0,181.875,-2.9881922178955094,-0.01098694140625156,-176.6823428359375,13.945316314697266,-115.312505
2353.0,182.0,-2.9881922178955094,0.02197200059890747,-176.698822328125,12.94922161102295,-114.60938
2351.0,182.0,-2.9881922178955094,0.032958000898361206,-176.720794984375,13.945316314697266,-115.312505
2347.0,182.125,-2.9991785460205094,0.010986000299453735,-176.7482608046875,12.94922161102295,-115.312505
2344.0,182.125,-3.0101648741455094,-0.04394401843261875,-176.775726625,12.94922161102295,-114.60938
2340.0,182.125,-3.0211512022705094,-0.09887375170898594,-176.8031924453125,12.94922161102295,-115.312505
2337.0,182.375,-3.0431219511718766,-0.15380539233398594,-176.84164459375,12.94922161102295,-115.312505
2334.0,182.375,-3.0541082792968766,-0.19774879748535312,-176.874603578125,12.94922161102295,-115.312505
2329.0,182.375,-3.0541082792968766,-0.2416922026367203,-176.9130557265625,12.94922161102295,-115.312505
2326.0,182.5,-3.0431219511718766,-0.21972145373535312,-176.9460147109375,12.94922161102295,-114.60938
2321.0,182.5,-3.0431219511718766,-0.16478981311035312,-176.984466859375,12.94922161102295,-115.312505
2318.0,182.625,-3.0760809355468766,-0.08788933093261875,-177.01742584375,12.94922161102295,-115.312505
2315.0,182.625,-3.1310106688232437,-0.03295769030761875,-177.0393985,12.94922161102295,-115.312505
2312.0,182.75,-3.163967745849611,-0.02197326953125156,-177.06137115625,12.94922161102295,-115.312505
2308.0,182.875,-3.1090380125732437,-0.02197326953125156,-177.094330140625,12.94922161102295,-115.312505
2304.0,182.875,-3.0101648741455094,-0.03295769030761875,-177.1217959609375,12.94922161102295,-115.312505
2300.0,183.0,-2.878332751342775,-0.05493034655761875,-177.138275453125,12.94922161102295,-115.312505
2297.0,183.125,-2.7684732847900406,-0.10986007983398594,-177.14926178125,12.94922161102295,-115.312505
2293.0,183.125,-2.6805845671386734,-0.17577614123535312,-177.1547549453125,12.94922161102295,-115.312505
2288.0,183.25,-2.6366411619873062,-0.2307058745117203,-177.1547549453125,12.94922161102295,-115.312505
2286.0,183.25,-2.6036821776123062,-0.2636648588867203,-177.14926178125,12.94922161102295,-115.312505
2282.0,183.375,-2.548752444335939,-0.2526785307617203,-177.14926178125,12.94922161102295,-115.312505
2279.0,183.5,-2.493822711059572,-0.2307058745117203,-177.14926178125,12.94922161102295,-114.60938
2274.0,183.5,-2.4498793059082047,-0.2416922026367203,-177.160248109375,12.94922161102295,-114.60938
2270.0,183.625,-2.4169203215332047,-0.2307058745117203,-177.1712344375,12.94922161102295,-114.60938
2266.0,183.75,-2.4059339934082047,-0.19774879748535312,-177.18769867089844,12.94922161102295,-114.60938
2262.0,183.75,-2.4059339934082047,-0.14281906420898594,-177.19868499902344,12.94922161102295,-114.60938
2259.0,183.875,-2.4059339934082047,-0.07690300280761875,-177.21516449121094,12.94922161102295,-114.60938
2255.0,183.875,-2.4169203215332047,0.010986000299453735,-177.23164398339844,12.94922161102295,-115.312505
2251.0,184.0,-2.4169203215332047,0.08788800239562988,-177.24812347558594,12.94922161102295,-115.312505
2247.0,184.125,-2.4279066496582047,0.2197200059890747,-177.26460296777344,12.94922161102295,-115.312505
2243.0,184.125,-2.4279066496582047,0.373524010181427,-177.28108245996094,12.94922161102295,-116.01563
2239.0,184.25,-2.4059339934082047,0.48338401317596436,-177.28108245996094,11.95312786102295,-115.312505
2235.0,184.125,-2.3729769163818375,0.5712720155715942,-177.26460296777344,11.95312786102295,-114.60938
2230.0,184.125,-2.3180471831054703,0.5932440161705017,-177.24263031152344,11.95312786102295,-114.60938
2226.0,184.375,-2.2741018706054703,0.5053560137748718,-177.20967132714844,11.95312786102295,-113.906255
2221.0,184.375,-2.230158465454103,0.3954960107803345,-177.182220765625,12.94922161102295,-114.60938
2217.0,184.5,-2.1312853270263687,0.3076080083847046,-177.160248109375,12.94922161102295,-114.60938
2213.0,184.5,-1.9664942198486344,0.24169200658798218,-177.14926178125,12.94922161102295,-114.60938
2209.0,184.5,-1.8017050200195328,0.19774800539016724,-177.14926178125,12.94922161102295,-114.60938
2204.0,184.625,-1.6479002409667984,0.1538040041923523,-177.1547549453125,11.95312786102295,-114.60938
2200.0,184.625,-1.527054446289064,0.12084600329399109,-177.1547549453125,11.95312786102295,-115.312505
2195.0,184.625,-1.4391657286376969,0.08788800239562988,-177.1547549453125,11.95312786102295,-114.60938
